steps,scenario,sr,cs,cd_mean,cd_std,speed,safety_score
410000,denseTown02,0.9,4.052163251900895,0.06131111816805923,0.044263315920662814,12.083108854891563,37.89
250000,denseTown02,0.9,0.20399093307732183,0.08159418149982049,0.0691382820369512,16.64330214800404,36.99
60000,denseTown02,0.9,0.02080783298769824,0.3712246035828433,0.4710960501752526,12.868793637619627,23.15
400000,denseTown02,0.9,0.0006417471442500599,0.059825769535227814,0.062398864085588965,22.051427127386813,37.56
690000,denseTown02,0.9,1.0932297227344758,0.052054401814299836,0.05198232873604621,17.515560866129455,37.92
310000,denseTown02,0.9,1.3065951507993423,0.08493799068427724,0.08710379755132129,17.354522170452164,36.56
390000,denseTown02,0.9,0.5802706332829445,0.05658760350066019,0.05563190137451329,17.9874654797354,37.76
260000,denseTown02,0.9,0.00764974625252175,0.05578304230527298,0.064016361715756,12.984748045622553,37.6
960000,denseTown02,1.0,0.0,0.08321022873012367,0.08371765602802136,18.879186404541674,96.66
210000,denseTown02,0.0,9.094925517282041,0.07773772390548572,0.08741084307175648,21.86842465260488,0.0
330000,denseTown02,0.9,0.07189109979175465,0.05943184757403487,0.05857123576045723,11.49756402242421,37.64
90000,denseTown02,0.0,1.0725408964800565,0.1771939429166557,0.2109427238288625,10.930354875018145,0.0
820000,denseTown02,0.9,0.00618997825534219,0.06739938507516403,0.06315951426832125,22.549889006537466,37.39
930000,denseTown02,1.0,0.0,0.05262112400042919,0.06716453115321261,13.993669557102624,97.6
360000,denseTown02,0.9,0.009641918875990831,0.06956811437592232,0.07476884448336021,21.83832505235052,37.11
490000,denseTown02,0.9,0.00734262914076318,0.07484864502887004,0.07871769506142905,21.32117551005681,36.93
610000,denseTown02,0.9,0.00143262031033684,0.06665601026775528,0.059683342568080375,14.252089585527937,37.47
220000,denseTown02,0.9,0.26441789607782706,0.08040594546838482,0.06457790165531865,20.137890756628142,37.1
200000,denseTown02,0.9,0.00227395408030427,0.07313676030212177,0.07186237914463076,10.57257409473078,37.1
570000,denseTown02,0.0,0.15519508109523245,0.06995809569921677,0.06060848837888418,8.369992084030875,0.0
740000,denseTown02,1.0,0.0,0.049521655827784394,0.05821170117687331,8.991570693822217,97.85
